"";"AgeGrp_min";"AgeGrp_max";"NUTS";"date";"Year";"WeekNo";"male_covid_death";"female_covid_death";"NC_covid_death";"total_covid_death";"country";"type"
"61";"40";"49";"Switzerland";"2020-12-05";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"62";"20";"29";"Switzerland";"2020-12-05";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"63";"0";"9";"Switzerland";"2020-12-05";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"64";"30";"39";"Switzerland";"2020-12-05";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"65";"80";NA;"Switzerland";"2020-04-09";"2020";"15";4;4;0;8;"Switzerland";"AgeGender"
"66";"80+";"80+";"Switzerland";"2020-04-09";"2020";"15";16;18;0;34;"Switzerland";"AgeGender"
"67";"50";"59";"Switzerland";"2020-04-09";"2020";"15";2;0;0;2;"Switzerland";"AgeGender"
"68";"60";"69";"Switzerland";"2020-04-09";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"69";"40";"49";"Switzerland";"2020-04-09";"2020";"15";1;0;0;1;"Switzerland";"AgeGender"
"70";"20";"29";"Switzerland";"2020-04-09";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"71";"0";"9";"Switzerland";"2020-04-09";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"72";"30";"39";"Switzerland";"2020-04-09";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"73";"80";NA;"Switzerland";"2020-12-14";"2020";"51";11;7;0;18;"Switzerland";"AgeGender"
"74";"80+";"80+";"Switzerland";"2020-12-14";"2020";"51";36;38;0;74;"Switzerland";"AgeGender"
"75";"50";"59";"Switzerland";"2020-12-14";"2020";"51";1;0;0;1;"Switzerland";"AgeGender"
"76";"60";"69";"Switzerland";"2020-12-14";"2020";"51";2;1;0;3;"Switzerland";"AgeGender"
"77";"40";"49";"Switzerland";"2020-12-14";"2020";"51";0;1;0;1;"Switzerland";"AgeGender"
"78";"20";"29";"Switzerland";"2020-12-14";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"79";"0";"9";"Switzerland";"2020-12-14";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"80";"30";"39";"Switzerland";"2020-12-14";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"81";"80";NA;"Switzerland";"2020-11-18";"2020";"47";18;5;0;23;"Switzerland";"AgeGender"
"82";"80+";"80+";"Switzerland";"2020-11-18";"2020";"47";33;44;0;77;"Switzerland";"AgeGender"
"83";"50";"59";"Switzerland";"2020-11-18";"2020";"47";1;0;0;1;"Switzerland";"AgeGender"
"84";"60";"69";"Switzerland";"2020-11-18";"2020";"47";2;1;0;3;"Switzerland";"AgeGender"
"85";"40";"49";"Switzerland";"2020-11-18";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"86";"20";"29";"Switzerland";"2020-11-18";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"87";"0";"9";"Switzerland";"2020-11-18";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"88";"30";"39";"Switzerland";"2020-11-18";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"89";"80";NA;"Switzerland";"2020-12-01";"2020";"49";7;6;0;13;"Switzerland";"AgeGender"
"90";"80+";"80+";"Switzerland";"2020-12-01";"2020";"49";40;29;0;69;"Switzerland";"AgeGender"
"91";"50";"59";"Switzerland";"2020-12-01";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"92";"60";"69";"Switzerland";"2020-12-01";"2020";"49";4;2;0;6;"Switzerland";"AgeGender"
"93";"40";"49";"Switzerland";"2020-12-01";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"94";"20";"29";"Switzerland";"2020-12-01";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"95";"0";"9";"Switzerland";"2020-12-01";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"96";"30";"39";"Switzerland";"2020-12-01";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"97";"80";NA;"Switzerland";"2020-12-17";"2020";"51";7;10;0;17;"Switzerland";"AgeGender"
"98";"80+";"80+";"Switzerland";"2020-12-17";"2020";"51";30;34;0;64;"Switzerland";"AgeGender"
"99";"50";"59";"Switzerland";"2020-12-17";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"100";"60";"69";"Switzerland";"2020-12-17";"2020";"51";4;0;0;4;"Switzerland";"AgeGender"
"101";"40";"49";"Switzerland";"2020-12-17";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"102";"20";"29";"Switzerland";"2020-12-17";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"103";"0";"9";"Switzerland";"2020-12-17";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"104";"30";"39";"Switzerland";"2020-12-17";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"105";"80";NA;"Switzerland";"2020-12-03";"2020";"49";10;5;0;15;"Switzerland";"AgeGender"
"106";"80+";"80+";"Switzerland";"2020-12-03";"2020";"49";36;24;0;60;"Switzerland";"AgeGender"
"107";"50";"59";"Switzerland";"2020-12-03";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"108";"60";"69";"Switzerland";"2020-12-03";"2020";"49";3;0;0;3;"Switzerland";"AgeGender"
"109";"40";"49";"Switzerland";"2020-12-03";"2020";"49";1;0;0;1;"Switzerland";"AgeGender"
"110";"20";"29";"Switzerland";"2020-12-03";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"111";"0";"9";"Switzerland";"2020-12-03";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"112";"30";"39";"Switzerland";"2020-12-03";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"113";"80";NA;"Switzerland";"2020-03-30";"2020";"14";11;2;0;13;"Switzerland";"AgeGender"
"114";"80+";"80+";"Switzerland";"2020-03-30";"2020";"14";26;14;0;40;"Switzerland";"AgeGender"
"115";"50";"59";"Switzerland";"2020-03-30";"2020";"14";0;1;0;1;"Switzerland";"AgeGender"
"116";"60";"69";"Switzerland";"2020-03-30";"2020";"14";4;0;0;4;"Switzerland";"AgeGender"
"117";"40";"49";"Switzerland";"2020-03-30";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"118";"20";"29";"Switzerland";"2020-03-30";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"119";"0";"9";"Switzerland";"2020-03-30";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"120";"30";"39";"Switzerland";"2020-03-30";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"121";"80";NA;"Switzerland";"2020-12-18";"2020";"51";12;4;0;16;"Switzerland";"AgeGender"
"122";"80+";"80+";"Switzerland";"2020-12-18";"2020";"51";28;38;0;66;"Switzerland";"AgeGender"
"123";"50";"59";"Switzerland";"2020-12-18";"2020";"51";2;0;0;2;"Switzerland";"AgeGender"
"124";"60";"69";"Switzerland";"2020-12-18";"2020";"51";4;3;0;7;"Switzerland";"AgeGender"
"125";"40";"49";"Switzerland";"2020-12-18";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"126";"20";"29";"Switzerland";"2020-12-18";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"127";"0";"9";"Switzerland";"2020-12-18";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"128";"30";"39";"Switzerland";"2020-12-18";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"129";"80";NA;"Switzerland";"2020-11-15";"2020";"46";14;5;0;19;"Switzerland";"AgeGender"
"130";"80+";"80+";"Switzerland";"2020-11-15";"2020";"46";26;35;0;61;"Switzerland";"AgeGender"
"131";"50";"59";"Switzerland";"2020-11-15";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"132";"60";"69";"Switzerland";"2020-11-15";"2020";"46";3;2;0;5;"Switzerland";"AgeGender"
"133";"40";"49";"Switzerland";"2020-11-15";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"134";"20";"29";"Switzerland";"2020-11-15";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"135";"0";"9";"Switzerland";"2020-11-15";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"136";"30";"39";"Switzerland";"2020-11-15";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"137";"80";NA;"Switzerland";"2021-01-15";"2021";"02";10;1;0;11;"Switzerland";"AgeGender"
"138";"80+";"80+";"Switzerland";"2021-01-15";"2021";"02";24;21;0;45;"Switzerland";"AgeGender"
"139";"50";"59";"Switzerland";"2021-01-15";"2021";"02";1;0;0;1;"Switzerland";"AgeGender"
"140";"60";"69";"Switzerland";"2021-01-15";"2021";"02";3;1;0;4;"Switzerland";"AgeGender"
"141";"40";"49";"Switzerland";"2021-01-15";"2021";"02";0;0;0;0;"Switzerland";"AgeGender"
"142";"20";"29";"Switzerland";"2021-01-15";"2021";"02";0;0;0;0;"Switzerland";"AgeGender"
"143";"0";"9";"Switzerland";"2021-01-15";"2021";"02";0;0;0;0;"Switzerland";"AgeGender"
"144";"30";"39";"Switzerland";"2021-01-15";"2021";"02";0;0;0;0;"Switzerland";"AgeGender"
"145";"80";NA;"Switzerland";"2020-11-21";"2020";"47";18;4;0;22;"Switzerland";"AgeGender"
"146";"80+";"80+";"Switzerland";"2020-11-21";"2020";"47";26;29;0;55;"Switzerland";"AgeGender"
"147";"50";"59";"Switzerland";"2020-11-21";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"148";"60";"69";"Switzerland";"2020-11-21";"2020";"47";1;0;0;1;"Switzerland";"AgeGender"
"149";"40";"49";"Switzerland";"2020-11-21";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"150";"20";"29";"Switzerland";"2020-11-21";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"151";"0";"9";"Switzerland";"2020-11-21";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"152";"30";"39";"Switzerland";"2020-11-21";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"153";"80";NA;"Switzerland";"2020-11-03";"2020";"45";10;5;0;15;"Switzerland";"AgeGender"
"154";"80+";"80+";"Switzerland";"2020-11-03";"2020";"45";27;30;0;57;"Switzerland";"AgeGender"
"155";"50";"59";"Switzerland";"2020-11-03";"2020";"45";0;1;0;1;"Switzerland";"AgeGender"
"156";"60";"69";"Switzerland";"2020-11-03";"2020";"45";6;0;0;6;"Switzerland";"AgeGender"
"157";"40";"49";"Switzerland";"2020-11-03";"2020";"45";0;0;0;0;"Switzerland";"AgeGender"
"158";"20";"29";"Switzerland";"2020-11-03";"2020";"45";0;0;0;0;"Switzerland";"AgeGender"
"159";"0";"9";"Switzerland";"2020-11-03";"2020";"45";0;0;0;0;"Switzerland";"AgeGender"
"160";"30";"39";"Switzerland";"2020-11-03";"2020";"45";0;0;0;0;"Switzerland";"AgeGender"
"161";"80";NA;"Switzerland";"2020-04-02";"2020";"14";7;5;0;12;"Switzerland";"AgeGender"
"162";"80+";"80+";"Switzerland";"2020-04-02";"2020";"14";31;11;0;42;"Switzerland";"AgeGender"
"163";"50";"59";"Switzerland";"2020-04-02";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"164";"60";"69";"Switzerland";"2020-04-02";"2020";"14";2;3;0;5;"Switzerland";"AgeGender"
"165";"40";"49";"Switzerland";"2020-04-02";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"166";"20";"29";"Switzerland";"2020-04-02";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"167";"0";"9";"Switzerland";"2020-04-02";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"168";"30";"39";"Switzerland";"2020-04-02";"2020";"14";1;0;0;1;"Switzerland";"AgeGender"
"169";"80";NA;"Switzerland";"2020-12-24";"2020";"52";14;8;0;22;"Switzerland";"AgeGender"
"170";"80+";"80+";"Switzerland";"2020-12-24";"2020";"52";22;43;0;65;"Switzerland";"AgeGender"
"171";"50";"59";"Switzerland";"2020-12-24";"2020";"52";3;0;0;3;"Switzerland";"AgeGender"
"172";"60";"69";"Switzerland";"2020-12-24";"2020";"52";1;0;0;1;"Switzerland";"AgeGender"
"173";"40";"49";"Switzerland";"2020-12-24";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"174";"20";"29";"Switzerland";"2020-12-24";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"175";"0";"9";"Switzerland";"2020-12-24";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"176";"30";"39";"Switzerland";"2020-12-24";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"177";"80";NA;"Switzerland";"2020-12-13";"2020";"50";6;4;0;10;"Switzerland";"AgeGender"
"178";"80+";"80+";"Switzerland";"2020-12-13";"2020";"50";32;32;0;64;"Switzerland";"AgeGender"
"179";"50";"59";"Switzerland";"2020-12-13";"2020";"50";2;0;0;2;"Switzerland";"AgeGender"
"180";"60";"69";"Switzerland";"2020-12-13";"2020";"50";8;0;0;8;"Switzerland";"AgeGender"
"181";"40";"49";"Switzerland";"2020-12-13";"2020";"50";0;0;0;0;"Switzerland";"AgeGender"
"182";"20";"29";"Switzerland";"2020-12-13";"2020";"50";0;0;0;0;"Switzerland";"AgeGender"
"183";"0";"9";"Switzerland";"2020-12-13";"2020";"50";0;0;0;0;"Switzerland";"AgeGender"
"184";"30";"39";"Switzerland";"2020-12-13";"2020";"50";0;0;0;0;"Switzerland";"AgeGender"
"185";"80";NA;"Switzerland";"2020-03-29";"2020";"13";9;4;0;13;"Switzerland";"AgeGender"
"186";"80+";"80+";"Switzerland";"2020-03-29";"2020";"13";18;9;0;27;"Switzerland";"AgeGender"
"187";"50";"59";"Switzerland";"2020-03-29";"2020";"13";0;0;0;0;"Switzerland";"AgeGender"
"188";"60";"69";"Switzerland";"2020-03-29";"2020";"13";5;1;0;6;"Switzerland";"AgeGender"
"189";"40";"49";"Switzerland";"2020-03-29";"2020";"13";0;0;0;0;"Switzerland";"AgeGender"
"190";"20";"29";"Switzerland";"2020-03-29";"2020";"13";0;0;0;0;"Switzerland";"AgeGender"
"191";"0";"9";"Switzerland";"2020-03-29";"2020";"13";0;0;0;0;"Switzerland";"AgeGender"
"192";"30";"39";"Switzerland";"2020-03-29";"2020";"13";0;0;0;0;"Switzerland";"AgeGender"
"193";"80";NA;"Switzerland";"2020-04-07";"2020";"15";13;1;0;14;"Switzerland";"AgeGender"
"194";"80+";"80+";"Switzerland";"2020-04-07";"2020";"15";19;20;0;39;"Switzerland";"AgeGender"
"195";"50";"59";"Switzerland";"2020-04-07";"2020";"15";1;0;0;1;"Switzerland";"AgeGender"
"196";"60";"69";"Switzerland";"2020-04-07";"2020";"15";1;2;0;3;"Switzerland";"AgeGender"
"197";"40";"49";"Switzerland";"2020-04-07";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"198";"20";"29";"Switzerland";"2020-04-07";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"199";"0";"9";"Switzerland";"2020-04-07";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"200";"30";"39";"Switzerland";"2020-04-07";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"201";"80";NA;"Switzerland";"2020-04-03";"2020";"14";8;2;0;10;"Switzerland";"AgeGender"
"202";"80+";"80+";"Switzerland";"2020-04-03";"2020";"14";18;22;0;40;"Switzerland";"AgeGender"
"203";"50";"59";"Switzerland";"2020-04-03";"2020";"14";0;1;0;1;"Switzerland";"AgeGender"
"204";"60";"69";"Switzerland";"2020-04-03";"2020";"14";5;1;0;6;"Switzerland";"AgeGender"
"205";"40";"49";"Switzerland";"2020-04-03";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"206";"20";"29";"Switzerland";"2020-04-03";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"207";"0";"9";"Switzerland";"2020-04-03";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"208";"30";"39";"Switzerland";"2020-04-03";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"209";"80";NA;"Switzerland";"2020-11-02";"2020";"45";6;3;0;9;"Switzerland";"AgeGender"
"210";"80+";"80+";"Switzerland";"2020-11-02";"2020";"45";18;27;0;45;"Switzerland";"AgeGender"
"211";"50";"59";"Switzerland";"2020-11-02";"2020";"45";1;0;0;1;"Switzerland";"AgeGender"
"212";"60";"69";"Switzerland";"2020-11-02";"2020";"45";3;1;0;4;"Switzerland";"AgeGender"
"213";"40";"49";"Switzerland";"2020-11-02";"2020";"45";0;0;0;0;"Switzerland";"AgeGender"
"214";"20";"29";"Switzerland";"2020-11-02";"2020";"45";0;0;0;0;"Switzerland";"AgeGender"
"215";"0";"9";"Switzerland";"2020-11-02";"2020";"45";0;0;0;0;"Switzerland";"AgeGender"
"216";"30";"39";"Switzerland";"2020-11-02";"2020";"45";0;0;0;0;"Switzerland";"AgeGender"
"217";"80";NA;"Switzerland";"2020-11-30";"2020";"49";8;11;0;19;"Switzerland";"AgeGender"
"218";"80+";"80+";"Switzerland";"2020-11-30";"2020";"49";31;39;0;70;"Switzerland";"AgeGender"
"219";"50";"59";"Switzerland";"2020-11-30";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"220";"60";"69";"Switzerland";"2020-11-30";"2020";"49";2;1;0;3;"Switzerland";"AgeGender"
"221";"40";"49";"Switzerland";"2020-11-30";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"222";"20";"29";"Switzerland";"2020-11-30";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"223";"0";"9";"Switzerland";"2020-11-30";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"224";"30";"39";"Switzerland";"2020-11-30";"2020";"49";0;0;0;0;"Switzerland";"AgeGender"
"225";"80";NA;"Switzerland";"2020-12-31";"2020";"53";11;7;0;18;"Switzerland";"AgeGender"
"226";"80+";"80+";"Switzerland";"2020-12-31";"2020";"53";29;29;0;58;"Switzerland";"AgeGender"
"227";"50";"59";"Switzerland";"2020-12-31";"2020";"53";0;0;0;0;"Switzerland";"AgeGender"
"228";"60";"69";"Switzerland";"2020-12-31";"2020";"53";2;0;0;2;"Switzerland";"AgeGender"
"229";"40";"49";"Switzerland";"2020-12-31";"2020";"53";0;0;0;0;"Switzerland";"AgeGender"
"230";"20";"29";"Switzerland";"2020-12-31";"2020";"53";0;0;0;0;"Switzerland";"AgeGender"
"231";"0";"9";"Switzerland";"2020-12-31";"2020";"53";0;0;0;0;"Switzerland";"AgeGender"
"232";"30";"39";"Switzerland";"2020-12-31";"2020";"53";0;0;0;0;"Switzerland";"AgeGender"
"233";"80";NA;"Switzerland";"2020-11-24";"2020";"48";10;7;0;17;"Switzerland";"AgeGender"
"234";"80+";"80+";"Switzerland";"2020-11-24";"2020";"48";30;33;0;63;"Switzerland";"AgeGender"
"235";"50";"59";"Switzerland";"2020-11-24";"2020";"48";0;1;0;1;"Switzerland";"AgeGender"
"236";"60";"69";"Switzerland";"2020-11-24";"2020";"48";6;2;0;8;"Switzerland";"AgeGender"
"237";"40";"49";"Switzerland";"2020-11-24";"2020";"48";0;0;0;0;"Switzerland";"AgeGender"
"238";"20";"29";"Switzerland";"2020-11-24";"2020";"48";0;0;0;0;"Switzerland";"AgeGender"
"239";"0";"9";"Switzerland";"2020-11-24";"2020";"48";0;0;0;0;"Switzerland";"AgeGender"
"240";"30";"39";"Switzerland";"2020-11-24";"2020";"48";0;0;0;0;"Switzerland";"AgeGender"
"241";"80";NA;"Switzerland";"2020-04-15";"2020";"16";5;1;0;6;"Switzerland";"AgeGender"
"242";"80+";"80+";"Switzerland";"2020-04-15";"2020";"16";15;11;0;26;"Switzerland";"AgeGender"
"243";"50";"59";"Switzerland";"2020-04-15";"2020";"16";2;0;0;2;"Switzerland";"AgeGender"
"244";"60";"69";"Switzerland";"2020-04-15";"2020";"16";3;1;0;4;"Switzerland";"AgeGender"
"245";"40";"49";"Switzerland";"2020-04-15";"2020";"16";0;0;0;0;"Switzerland";"AgeGender"
"246";"20";"29";"Switzerland";"2020-04-15";"2020";"16";0;0;0;0;"Switzerland";"AgeGender"
"247";"0";"9";"Switzerland";"2020-04-15";"2020";"16";0;0;0;0;"Switzerland";"AgeGender"
"248";"30";"39";"Switzerland";"2020-04-15";"2020";"16";0;0;0;0;"Switzerland";"AgeGender"
"249";"80";NA;"Switzerland";"2020-03-17";"2020";"12";4;0;0;4;"Switzerland";"AgeGender"
"250";"80+";"80+";"Switzerland";"2020-03-17";"2020";"12";3;4;0;7;"Switzerland";"AgeGender"
"251";"50";"59";"Switzerland";"2020-03-17";"2020";"12";0;0;0;0;"Switzerland";"AgeGender"
"252";"60";"69";"Switzerland";"2020-03-17";"2020";"12";0;1;0;1;"Switzerland";"AgeGender"
"253";"40";"49";"Switzerland";"2020-03-17";"2020";"12";0;0;0;0;"Switzerland";"AgeGender"
"254";"20";"29";"Switzerland";"2020-03-17";"2020";"12";0;0;0;0;"Switzerland";"AgeGender"
"255";"0";"9";"Switzerland";"2020-03-17";"2020";"12";0;0;0;0;"Switzerland";"AgeGender"
