date;seasonal_trend;day_of_year
2011-06-20;-1051.125;171
2011-06-21;-1052.477;172
2011-06-22;-1053.83;173
2011-06-23;-1055.182;174
2011-06-24;-1055.182;175
2011-06-25;-1070.105;176
2011-06-26;-1085.028;177
2011-06-27;-1099.951;178
2011-06-28;-1114.874;179
2011-06-29;-1129.797;180
2011-06-30;-1144.72;181
2011-07-01;-1144.72;182
2011-07-02;-1098.558;183
2011-07-03;-1052.397;184
2011-07-04;-1006.235;185
2011-07-05;-960.074;186
2011-07-06;-913.912;187
2011-07-07;-867.751;188
2011-07-08;-867.751;189
2011-07-09;-829.23;190
2011-07-10;-790.709;191
2011-07-11;-752.188;192
2011-07-12;-713.667;193
2011-07-13;-675.146;194
2011-07-14;-636.626;195
2011-07-15;-636.626;196
2011-07-16;-694.329;197
2011-07-17;-752.032;198
2011-07-18;-809.735;199
2011-07-19;-867.438;200
2011-07-20;-925.141;201
2011-07-21;-982.845;202
2011-07-22;-982.845;203
2011-07-23;-940.697;204
2011-07-24;-898.55;205
2011-07-25;-856.403;206
2011-07-26;-814.256;207
2011-07-27;-772.108;208
2011-07-28;-729.961;209
2011-07-29;-729.961;210
2011-07-30;-713.097;211
2011-07-31;-696.233;212
2011-08-01;-679.369;213
2011-08-02;-662.505;214
2011-08-03;-645.641;215
2011-08-04;-628.777;216
2011-08-05;-628.777;217
2011-08-06;-575.423;218
2011-08-07;-522.068;219
2011-08-08;-468.714;220
2011-08-09;-415.359;221
2011-08-10;-362.005;222
2011-08-11;-308.65;223
2011-08-12;-308.65;224
2011-08-13;-409.132;225
2011-08-14;-509.615;226
2011-08-15;-610.097;227
2011-08-16;-710.579;228
2011-08-17;-811.061;229
2011-08-18;-911.543;230
2011-08-19;-911.543;231
2011-08-20;-918.876;232
2011-08-21;-926.208;233
2011-08-22;-933.541;234
2011-08-23;-940.873;235
2011-08-24;-948.206;236
2011-08-25;-955.538;237
2011-08-26;-955.538;238
2011-08-27;-1017.055;239
2011-08-28;-1078.573;240
2011-08-29;-1140.09;241
2011-08-30;-1201.608;242
2011-08-31;-1263.125;243
2011-09-01;-1324.643;244
2011-09-02;-1324.643;245
2011-09-03;-1350.136;246
2011-09-04;-1375.629;247
2011-09-05;-1401.122;248
2011-09-06;-1426.616;249
2011-09-07;-1452.109;250
2011-09-08;-1477.602;251
2011-09-09;-1477.602;252
2011-09-10;-1483.028;253
2011-09-11;-1488.455;254
2011-09-12;-1493.881;255
2011-09-13;-1499.307;256
2011-09-14;-1504.733;257
2011-09-15;-1510.16;258
2011-09-16;-1510.16;259
2011-09-17;-1487.689;260
2011-09-18;-1465.219;261
2011-09-19;-1442.748;262
2011-09-20;-1420.278;263
2011-09-21;-1397.808;264
2011-09-22;-1375.337;265
2011-09-23;-1375.337;266
2011-09-24;-1355.992;267
2011-09-25;-1336.648;268
2011-09-26;-1317.303;269
2011-09-27;-1297.958;270
2011-09-28;-1278.613;271
2011-09-29;-1259.269;272
2011-09-30;-1259.269;273
2011-10-01;-1248.324;274
2011-10-02;-1237.379;275
2011-10-03;-1226.434;276
2011-10-04;-1215.489;277
2011-10-05;-1204.544;278
2011-10-06;-1193.599;279
2011-10-07;-1193.599;280
2011-10-08;-1126.39;281
2011-10-09;-1059.182;282
2011-10-10;-991.973;283
2011-10-11;-924.765;284
2011-10-12;-857.556;285
2011-10-13;-790.348;286
2011-10-14;-790.348;287
2011-10-15;-773.04;288
2011-10-16;-755.732;289
2011-10-17;-738.424;290
2011-10-18;-721.116;291
2011-10-19;-703.808;292
2011-10-20;-686.501;293
2011-10-21;-686.501;294
2011-10-22;-665.271;295
2011-10-23;-644.042;296
2011-10-24;-622.812;297
2011-10-25;-601.582;298
2011-10-26;-580.353;299
2011-10-27;-559.123;300
2011-10-28;-559.123;301
2011-10-29;-584.125;302
2011-10-30;-609.126;303
2011-10-31;-634.128;304
2011-11-01;-659.129;305
2011-11-02;-684.131;306
2011-11-03;-709.132;307
2011-11-04;-709.132;308
2011-11-05;-675.062;309
2011-11-06;-640.992;310
2011-11-07;-606.921;311
2011-11-08;-572.851;312
2011-11-09;-538.781;313
2011-11-10;-504.711;314
2011-11-11;-504.711;315
2011-11-12;-485.631;316
2011-11-13;-466.551;317
2011-11-14;-447.471;318
2011-11-15;-428.391;319
2011-11-16;-409.31;320
2011-11-17;-390.23;321
2011-11-18;-390.23;322
2011-11-19;-378.486;323
2011-11-20;-366.742;324
2011-11-21;-354.997;325
2011-11-22;-343.253;326
2011-11-23;-331.509;327
2011-11-24;-319.764;328
2011-11-25;-319.764;329
2011-11-26;-299.489;330
2011-11-27;-279.214;331
2011-11-28;-258.938;332
2011-11-29;-238.663;333
2011-11-30;-218.387;334
2011-12-01;-198.112;335
2011-12-02;-198.112;336
2011-12-03;-146.857;337
2011-12-04;-95.602;338
2011-12-05;-44.348;339
2011-12-06;6.907;340
2011-12-07;58.161;341
2011-12-08;109.416;342
2011-12-09;109.416;343
2011-12-10;175.38;344
2011-12-11;241.343;345
2011-12-12;307.307;346
2011-12-13;373.271;347
2011-12-14;439.234;348
2011-12-15;505.198;349
2011-12-16;505.198;350
2011-12-17;563.404;351
2011-12-18;621.609;352
2011-12-19;679.815;353
2011-12-20;738.021;354
2011-12-21;796.226;355
2011-12-22;854.432;356
2011-12-23;854.432;357
2011-12-24;940.978;358
2011-12-25;1027.524;359
2011-12-26;1114.07;360
2011-12-27;1200.616;361
2011-12-28;1287.162;362
2011-12-29;1373.708;363
2011-12-30;1373.708;364
2011-12-31;1525.334;365
2012-01-01;1676.96;1
2012-01-02;1828.587;2
2012-01-03;1980.213;3
2012-01-04;2131.839;4
2012-01-05;2283.465;5
2012-01-06;2283.465;6
